Timestamps,Channel 0,Channel 1,Channel 2,Channel 16,Channel 17,Channel 18,Channel 19,Channel 20,Channel 21
0,-0.13439316848354,4.43303166263364,-0.0273145233440995,-3.57024863753998,-1.60844825903753,0.867662745324413,-0.124276130893582,-1.60130967377444,-0.328698920492794
0.00100000000000033,-0.139909340291041,4.43919689883433,-0.0234207538550669,-3.56959967373447,-1.60033623980398,0.872854434980044,-0.126547496375423,-1.59774038243039,-0.33681093889263
0.00199999999999978,-0.147696876824455,4.43562755153857,-0.0230962730624818,-3.57187105253234,-1.59384662116234,0.86117312585218,-0.119084437402391,-1.60552791708914,-0.318640012740971
0.00300000000000011,-0.150617202983475,4.43952138495508,-0.0224473114764657,-3.57738721544617,-1.59838935371389,0.865715865319574,-0.123627169267446,-1.59968725883392,-0.333566130447809
0.00400000000000045,-0.157106816590176,4.43303166263364,-0.0276390041330203,-3.57673824943144,-1.60001176382921,0.865391379649776,-0.131414708288259,-1.60163414732553,-0.335513015909204
0.00500000000000078,-0.157431297267616,4.43757446823795,-0.0276390041330203,-3.57446687278686,-1.59741591610786,0.861497605054823,-0.127520938931122,-1.60390551665282,-0.330321322597286
0.00600000000000023,-0.162947468741934,4.43724998212016,-0.0217983498893215,-3.5796585745931,-1.59514454801401,0.85500799513247,-0.122653726830364,-1.60715031023754,-0.330321322877462
0.00700000000000056,-0.164245391430206,4.43562755153857,-0.0260166001855984,-3.57057312490791,-1.60585241247633,0.865066897220011,-0.129467823831619,-1.60098518449265,-0.341029189834892
0.0080000000000009,-0.168463640136671,4.43660100988605,-0.0276390041330203,-3.57251999447547,-1.59936279252571,0.86182208909216,-0.12038236188122,-1.60682584156748,-0.329347880721421
0.00900000000000034,-0.168463640136671,4.43822344047503,-0.0263410809756464,-3.58874402881116,-1.59449558880426,0.855007994332165,-0.121031322669754,-1.60585238576987,-0.32934788155954
0.0100000000000007,-0.163920910758551,4.44860699653634,-0.0153087339558112,-3.57187104159754,-1.60293208875365,0.867013783704503,-0.136281920357141,-1.6013096628844,-0.338433343845984
0.0110000000000001,-0.169761562806229,4.43497857930938,-0.0263410809756464,-3.56862623130587,-1.59838935975608,0.868311705319564,-0.125249572902356,-1.60260759218481,-0.329996842345293
0.0120000000000005,-0.173330850124823,4.43140923208408,-0.0260166001855984,-3.57251999884867,-1.59157526152357,0.862795533147495,-0.118759957312498,-1.60455447464442,-0.326103070130978
0.0130000000000008,-0.171383966136987,4.43984587107633,-0.0221228306830346,-3.56830175268025,-1.61071962113675,0.8670137828938,-0.122978208067163,-1.60001174326939,-0.331943726660504
0.0140000000000002,-0.168463640136671,4.43757446823795,-0.0266655617654126,-3.58290338278893,-1.59417111040406,0.854359030290625,-0.119408918725153,-1.61493784619697,-0.328049957755298
0.0150000000000006,-0.165218833443519,4.43984587107633,-0.0237452346473701,-3.57576480041698,-1.596117990446,0.863444495582394,-0.125898533985668,-1.60130966893367,-0.333566131579866
0.0160000000000009,-0.166192275454354,4.43335614874504,-0.0230962730624818,-3.56830175923129,-1.60033623859399,0.869609626112936,-0.127196457456411,-1.59838933922032,-0.333566131296828
0.0170000000000003,-0.160351623352173,4.44017035719807,-0.0224473114764657,-3.56603037829899,-1.60098520264414,0.865066895602205,-0.125249572794232,-1.60098519175121,-0.328374438844768
0.0180000000000007,-0.159378181326467,4.43952138495508,-0.0266655617654126,-3.57446689686091,-1.58638356504276,0.862471054753903,-0.117137552563023,-1.60650135832203,-0.332268204937838
0.0190000000000001,-0.159378181326467,4.43497857930938,-0.0253676386046569,-3.57284447528727,-1.59838935854749,0.868636187752157,-0.125574054257688,-1.59514452632593,-0.334864053139809
0.0200000000000005,-0.179171502028972,-0.0276390041330203,-0.0247186770225879,-3.57154656078546,-1.60325656593327,0.866040340462661,-0.130116785579781,-1.59968727092019,-0.333241650481637
0.0210000000000008,-0.171708446802314,-0.0250431578137633,-0.0224473114764657,-3.57284447747406,-1.60228312590774,0.862146569906219,-0.123302688348353,-1.60325655744764,-0.329023399909909
0.0220000000000002,-0.165867794784351,-0.0211493883010492,-0.026990042554897,-3.57868513871657,-1.59449558759914,0.853710067849614,-0.123627169053988,-1.60585239911851,-0.333890610129496
0.0230000000000006,-0.167165717462712,-0.0237452346473701,-0.0224473114764657,-3.56992416765563,-1.60487897366264,0.86539137803124,-0.129467824278973,-1.59968726245901,-0.345247438780213
0.0240000000000009,-0.167165717462712,-0.0227717922696147,-0.0247186770225879,-3.56895070338118,-1.59968727333835,0.864417936405104,-0.122653727253953,-1.60325655623571,-0.330321322877462
0.0250000000000004,-0.169437082139252,-0.0192025035294621,-0.0211493883010492,-3.58679714166814,-1.59482006961464,0.865391385315939,-0.121355803375388,-1.60682582578176,-0.331619246128602
0.0260000000000007,-0.168463640136671,-0.0198514651211196,-0.0240697154393913,-3.56992415891424,-1.60617689937168,0.867338261270901,-0.134335035895349,-1.60130966893367,-0.330645804250786
0.0270000000000001,-0.16489435277269,-0.00914359871436966,-0.0143352915560468,-3.5773872110638,-1.59384663079846,0.851114221272537,-0.122978207217813,-1.60844824565477,-0.329023397956823
0.0280000000000005,-0.174628772777883,-0.0224473114764657,-0.0247186770225879,-3.57252000978462,-1.59968727575681,0.865391381268475,-0.128494380936238,-1.60228310410761,-0.34200263084916
0.0289999999999999,-0.169112601472,-0.0211493883010492,-0.0266655617654126,-3.56765278451478,-1.59968727454754,0.868960671810852,-0.12524957333491,-1.59741590282769,-0.32999684318511
0.0300000000000002,-0.169761562806229,-0.0195269843254319,-0.0230962730624818,-3.57771168749815,-1.59319767279108,0.858577286559957,-0.119408918519052,-1.60260759097367,-0.326427553981642
0.0309999999999997,-0.169437082139252,-0.0198514651211196,-0.0263410809756464,-3.57446689029324,-1.59287319077626,0.861497607472008,-0.123951649545356,-1.60293206815308,-0.336161975831874
0.032,-0.165867794784351,-0.0292614080733982,-0.0266655617654126,-3.56765279324555,-1.60066072182895,0.871556509318344,-0.124925092628721,-1.59968725883392,-0.33291717051419
0.0329999999999995,-0.164245391430206,-0.0192025035294621,-0.0230962730624818,-3.570573107426,-1.5957935132538,0.863444495582394,-0.121031322565292,-1.60260759460731,-0.324156186397261
0.0339999999999998,-0.165543314114072,-0.0217983498893215,-0.0221228306830346,-3.57608929437061,-1.58476115864192,0.862146571519094,-0.120057879825893,-1.60422999140535,-0.333241648502794
0.0350000000000001,-0.163271949414415,-0.0224473114764657,-0.0214738690953264,-3.56992414143957,-1.59968727817558,0.870907553406994,-0.127845419636756,-1.59287316189909,-0.334539572892534
0.0359999999999996,-0.160027142677213,-0.0299103696475775,-0.0247186770225879,-3.57154656734499,-1.59871383936127,0.865066900456114,-0.122653726724481,-1.60325655260037,-0.325129630469521
